PlayerYear,allstar_current,allstar_next,allstar_ever,yrs_played,seasonYYYY,offseason_trade,media_mktsize_post,google_trends,team_winpct_pre,WC_post,dpoy,smoy,mip,roy,PG,SG,SF,PF,C,Opp_MP_per_G,Opp_FGA_per_G,Opp_PTS,Opp_TRB_per_G,Opp_AST_per_G,Age,G,GS,FG_perc,3P_perc,2P_perc,eFG_perc,FT_perc,MP_per_G,FG_per_G,FGA_per_G,3P_per_G,3PA_per_G,2P_per_G,2PA_per_G,FT_per_G,FTA_per_G,ORB_per_G,DRB_per_G,TRB_per_G,AST_per_G,STL_per_G,BLK_per_G,TOV_per_G,PF_per_G,PTS,FG_per_36m,FGA_per_36m,3P_per_36m,3PA_per_36m,2P_per_36m,2PA_per_36m,FT_per_36m,FTA_per_36m,ORB_per_36m,DRB_per_36m,TRB_per_36m,AST_per_36m,STL_per_36m,BLK_per_36m,TOV_per_36m,PF_per_36m,PTS_per_36m,PER,TS_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,OWS,DWS,WS,WS_per_48,OBPM,DBPM,BPM,VORP,FG_per_100p,FGA_per_100p,3P_per_100p,3PA_per_100p,2P_per_100p,2PA_per_100p,FT_per_100p,FTA_per_100p,ORB_per_100p,DRB_per_100p,TRB_per_100p,AST_per_100p,STL_per_100p,BLK_per_100p,TOV_per_100p,PF_per_100p,PTS_per_100p,ORtg,DRtg,P_G,P_GS,P_FG_perc,P_3P_perc,P_2P_perc,P_eFG_perc,P_FT_perc,P_MP_per_G,P_FG_per_G,P_FGA_per_G,P_3P_per_G,P_3PA_per_G,P_2P_per_G,P_2PA_per_G,P_FT_per_G,P_FTA_per_G,P_ORB_per_G,P_DRB_per_G,P_TRB_per_G,P_AST_per_G,P_STL_per_G,P_BLK_per_G,P_TOV_per_G,P_PF_per_G,P_PTS,P_FG_per_36m,P_FGA_per_36m,P_3P_per_36m,P_3PA_per_36m,P_2P_per_36m,P_2PA_per_36m,P_FT_per_36m,P_FTA_per_36m,P_ORB_per_36m,P_DRB_per_36m,P_TRB_per_36m,P_AST_per_36m,P_STL_per_36m,P_BLK_per_36m,P_TOV_per_36m,P_PF_per_36m,P_PTS_per_36m,P_PER,P_TS_perc,P_3PAr,P_FTr,P_ORB_perc,P_DRB_perc,P_TRB_perc,P_AST_perc,P_STL_perc,P_BLK_perc,P_TOV_perc,P_USG_perc,P_OWS,P_DWS,P_WS,P_WS_per_48,P_OBPM,P_DBPM,P_BPM,P_VORP,P_FG_per_100p,P_FGA_per_100p,P_3P_per_100p,P_3PA_per_100p,P_2P_per_100p,P_2PA_per_100p,P_FT_per_100p,P_FTA_per_100p,P_ORB_per_100p,P_DRB_per_100p,P_TRB_per_100p,P_AST_per_100p,P_STL_per_100p,P_BLK_per_100p,P_TOV_per_100p,P_PF_per_100p,P_PTS_per_100p,P_ORtg,P_DRtg
Landry Fields2011,0,0,0,0,2011,0,4.733533333,1.081167024,0.512195122,0,0,0,0,0,0,0,1,0,0,-64.9,-5.9,-3.6,-2.2,-6.2,22,82,81,0.497,0.393,0.556,0.568,0.769,31,3.6,7.3,1,2.7,2.6,4.7,1.4,1.8,1.3,5.1,6.4,1.9,1,0.2,1.3,1.4,9.7,4.2,8.5,1.2,3.1,3,5.4,1.6,2.1,1.5,5.9,7.4,2.2,1.1,0.2,1.5,1.6,11.3,13.5,0.598,0.364,0.244,4.7,18.9,11.7,9,1.6,0.5,13.8,13.5,3.4,1.8,5.3,0.1,0.5,0.1,0.6,1.7,5.9,11.9,1.7,4.3,4.2,7.6,2.2,2.9,2.1,8.2,10.3,3.1,1.6,0.3,2.1,2.3,15.8,115,110,4,4,0.2,0,0.273,0.2,0.167,17.8,0.8,3.8,0,1,0.8,2.8,0.3,1.5,0.3,1,1.3,1.3,0.5,0.8,1,0,1.8,1.5,7.6,0,2,1.5,5.6,0.5,3,0.5,2,2.5,2.5,1,1.5,2,0,3.5,0.3,0.198,0.267,0.4,1.4,7.2,4,11.3,1.5,3,18.5,13.4,-0.3,0,-0.2,-0.163,-8.1,0.5,-7.6,-0.1,2.2,11.1,0,2.9,2.2,8.1,0.7,4.4,0.7,2.9,3.7,3.7,1.5,2.2,2.9,0,5.2,49,110
Craig Smith2011,0,0,0,4,2011,0,1.758866667,0,0.390243902,0,0,0,0,0,0,0,0,1,0,72.4,11.5,10.2,1.4,3.3,27,48,0,0.553,0,0.568,0.553,0.735,12.2,2.2,3.9,0,0.1,2.2,3.8,1,1.4,0.9,1.5,2.4,0.6,0.3,0.1,0.7,1.8,5.4,6.4,11.5,0,0.3,6.4,11.2,3.1,4.2,2.6,4.5,7.2,1.9,1,0.4,2,5.2,15.8,15.4,0.592,0.027,0.362,8.7,14.7,11.7,9.1,1.4,0.9,13.2,19.1,1,0.4,1.5,0.12,-0.6,-1.1,-1.7,0,9.2,16.6,0,0.4,9.2,16.1,4.4,6,3.8,6.5,10.3,2.7,1.4,0.6,2.9,7.4,22.8,114,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronny Turiaf2011,0,0,0,5,2011,0,4.733533333,0,0.512195122,0,0,0,0,0,0,0,0,0,1,-64.9,-5.9,-3.6,-2.2,-6.2,28,64,21,0.632,0,0.632,0.632,0.622,17.8,1.6,2.5,0,0,1.6,2.5,1,1.5,1,2.2,3.2,1.4,0.5,1.1,0.6,2.5,4.2,3.2,5.1,0,0,3.2,5.1,1.9,3.1,2,4.5,6.5,2.9,1.1,2.3,1.3,5,8.4,13.6,0.648,0,0.601,6.4,14.4,10.4,11.5,1.5,4.7,16.6,9.6,2.1,1.1,3.2,0.134,-0.5,2.5,2,1.2,4.5,7.2,0,0,4.5,7.2,2.7,4.3,2.8,6.3,9.1,4,1.5,3.2,1.8,7,11.8,127,108,4,4,0.667,0,0.667,0.667,0.7,18.8,2,3,0,0,2,3,1.8,2.5,1,1.8,2.8,1,0.3,1.5,0.8,1,5.8,3.8,5.8,0,0,3.8,5.8,3.4,4.8,1.9,3.4,5.3,1.9,0.5,2.9,1.4,1.9,11,17.2,0.701,0,0.833,5.4,11.9,8.3,9.5,0.7,5.8,15.5,11.4,0.2,0.1,0.2,0.151,0.6,2,2.5,0.1,5.6,8.4,0,0,5.6,8.4,4.9,7,2.8,4.9,7.7,2.8,0.7,4.2,2.1,2.8,16.1,130,108
Cory Higgins2012,0,0,0,0,2012,0,1.1299,0,0.106060606,0,0,0,0,0,1,0,0,0,0,15.5,2.3,1.5,0.6,0.2,22,38,0,0.325,0.2,0.343,0.338,0.7,11.1,1.4,4.2,0.1,0.5,1.3,3.7,1.1,1.6,0.2,0.7,0.9,0.9,0.1,0.2,1,1.1,3.9,4.4,13.6,0.3,1.7,4.1,11.9,3.6,5.1,0.6,2.4,3,3.1,0.4,0.5,3.3,3.4,12.8,4.1,0.402,0.125,0.375,1.8,7.9,4.7,15,0.6,1.1,17.3,24.6,-1.2,-0.1,-1.3,-0.15,-7.4,-4.1,-11.6,-1,6.5,19.9,0.5,2.5,6,17.4,5.2,7.5,0.9,3.5,4.4,4.5,0.6,0.7,4.9,5,18.7,77,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monta Ellis2013,0,0,0,7,2013,1,2.62207,0.774754346,0.463414634,0,0,0,1,0,0,1,0,0,0,-75.3,-11.1,-9.5,-1.8,-3.5,27,82,82,0.416,0.287,0.454,0.448,0.773,37.5,7.3,17.5,1.1,4,6.1,13.5,3.5,4.6,0.5,3.3,3.9,6,2.1,0.4,3.1,2,19.2,7,16.8,1.1,3.8,5.9,13,3.4,4.4,0.5,3.2,3.7,5.8,2,0.4,3,1.9,18.5,16.2,0.493,0.228,0.26,1.5,9.8,5.5,27.1,2.8,0.9,13.7,26.3,1.2,3.3,4.6,0.071,0.8,0,0.8,2.2,9.8,23.7,1.5,5.4,8.3,18.3,4.8,6.2,0.7,4.5,5.2,8.2,2.8,0.6,4.2,2.7,26,100,105,4,4,0.436,0.158,0.583,0.464,0.375,38,6,13.8,0.8,4.8,5.3,9,1.5,4,0.5,2.8,3.3,5.5,2.5,0.3,3.5,2,14.3,5.7,13,0.7,4.5,5,8.5,1.4,3.8,0.5,2.6,3.1,5.2,2.4,0.2,3.3,1.9,13.5,12.3,0.459,0.345,0.291,1.5,9.5,5.2,27.1,3.5,0.6,18.4,23.6,-0.2,0.1,-0.2,-0.05,-1.9,1,-0.9,0,8.4,19.2,1,6.6,7.3,12.5,2.1,5.6,0.7,3.8,4.5,7.7,3.5,0.3,4.9,2.8,19.9,86,109
Dwight Howard2013,1,1,1,8,2013,1,2.42336,0.875535399,0.548780488,0,3,0,0,0,0,0,0,0,1,27,3.7,5.00E+00,-1.30E+00,-2.8,27,76,76,0.578,0.167,0.581,0.579,0.492,35.8,6.2,10.7,0,0.1,6.2,10.6,4.7,9.5,3.3,9.1,12.4,1.4,1.1,2.4,3,3.8,17.1,6.2,10.8,0,0.1,6.2,10.7,4.7,9.5,3.3,9.2,12.5,1.4,1.1,2.5,3,3.8,17.1,19.4,0.573,0.007,0.887,10.4,27.4,19.1,6.6,1.6,4.9,16.6,22.2,2.8,4.8,7.6,0.134,-1.5,2.8,1.3,2.3,8.8,15.2,0,0.1,8.8,15.1,6.6,13.5,4.7,13,17.6,2,1.6,3.5,4.2,5.4,24.2,105,100,4,4,0.619,0,0.619,0.619,0.444,31.5,6.5,10.5,0,0,6.5,10.5,4,9,2.5,8.3,10.8,1,0.5,2,4,4.3,17,7.4,12,0,0,7.4,12,4.6,10.3,2.9,9.4,12.3,1.1,0.6,2.3,4.6,4.9,19.4,19,0.588,0,0.857,9.1,31.2,19.9,6.2,0.8,4.5,21.7,27.4,0,0.1,0,0.019,-2.3,0.5,-1.9,0,10.8,17.4,0,0,10.8,17.4,6.6,14.9,4.1,13.6,17.8,1.7,0.8,3.3,6.6,7,28.1,95,108
James White2013,0,0,0,6,2013,0,4.733533333,0.799949609,0.658536585,0,0,0,0,0,0,0,1,0,0,-1.8,2.4,4,-1.5,-4.2,30,57,16,0.431,0.341,0.48,0.491,0.579,7.6,0.9,2,0.2,0.7,0.6,1.3,0.2,0.3,0.1,0.8,0.8,0.5,0.2,0.1,0.3,0.8,2.2,4.1,9.6,1.2,3.4,3,6.2,0.9,1.6,0.4,3.6,4,2.4,1.1,0.3,1.4,3.6,10.3,9.1,0.503,0.353,0.164,1.3,12,6.5,10.3,1.6,0.8,12,15.2,0.1,0.3,0.5,0.051,-2.6,-0.9,-3.4,-0.2,6.1,14.3,1.7,5,4.4,9.2,1.4,2.3,0.6,5.3,5.9,3.6,1.6,0.5,2.1,5.4,15.4,100,108,4,0,0.5,0,1,0.5,0,2.3,0.5,1,0,0.5,0.5,0.5,0,0,0.3,0.3,0.5,0,0,0,0,0.3,1,8,16,0,8,8,8,0,0,4,4,8,0,0,0,0,4,16,17,0.5,0.5,0,12.2,14.3,13.2,0,0,0,0,21.4,0,0,0,0.144,1,-7.4,-6.4,0,12.3,24.6,0,12.3,12.3,12.3,0,0,6.2,6.2,12.3,0,0,0,0,6.2,24.6,112,104
Caron Butler2014,0,0,1,11,2014,1,1.77724,0.247320692,0.719512195,0,0,0,0,0,0,0,1,0,0,160.5,26.7,23.5,3.3,6.1,33,56,13,0.394,0.394,0.395,0.485,0.84,25.3,3.8,9.6,1.8,4.4,2.1,5.2,1.1,1.3,0.4,3.7,4.1,1.5,0.8,0.3,1.1,2.1,10.5,5.4,13.7,2.5,6.3,2.9,7.4,1.6,1.9,0.5,5.3,5.8,2.1,1.2,0.4,1.5,3,14.9,12.2,0.512,0.461,0.139,1.7,16.8,9.2,9.6,1.7,1,9.5,20.1,0.6,1.2,1.8,0.062,-0.7,-1.4,-2.1,0,7.7,19.6,3.6,9,4.2,10.5,2.3,2.7,0.8,7.5,8.3,3,1.7,0.6,2.2,4.3,21.3,102,108,18,2,0.324,0.356,0.286,0.421,0.786,23.3,1.9,6,1.2,3.3,0.8,2.7,1.2,1.6,0.6,2.6,3.2,0.8,0.3,0.1,0.6,1.8,6.3,3,9.3,1.8,5.1,1.2,4.2,1.9,2.4,0.9,4,5,1.3,0.4,0.2,0.9,2.8,9.7,6.8,0.47,0.546,0.259,3.1,12.1,7.8,5.4,0.6,0.4,8.4,14.3,0,0.2,0.3,0.03,-2,-1,-3,-0.1,4.3,13.4,2.6,7.3,1.7,6.1,2.7,3.5,1.4,5.8,7.2,1.9,0.6,0.2,1.4,4.1,14,101,113
Tyson Chandler2014,0,0,1,12,2014,1,2.62207,0.716595853,0.451219512,0,1,0,0,0,0,0,0,0,1,120.6,15.5,12.7,2.6,10.2,31,55,55,0.593,0,0.595,0.593,0.632,30.2,3.5,5.9,0,0,3.5,5.8,1.8,2.8,2.9,6.7,9.6,1.1,0.7,1.1,1.3,2.6,8.7,4.1,7,0,0,4.1,7,2.1,3.4,3.4,8,11.5,1.3,0.8,1.4,1.5,3.1,10.4,16.4,0.615,0.003,0.481,10.9,27,18.7,5.5,1.2,3.4,15.4,12.9,3.1,1.9,4.9,0.143,-0.6,1.8,1.3,1.4,6.1,10.3,0,0,6.1,10.3,3.1,5,5.1,11.8,16.9,1.9,1.2,2,2.3,4.6,15.4,120,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Collins2014,0,0,0,12,2014,0,2.366766667,0,0.536585366,0,0,0,0,0,0,0,0,0,1,-26.8,-5.6,-4,-1.3,-3.3,35,22,1,0.458,0,0.524,0.458,0.75,7.8,0.5,1.1,0,0.1,0.5,1,0.1,0.2,0.3,0.5,0.9,0.2,0.4,0,0.3,1.4,1.1,2.3,5,0,0.6,2.3,4.4,0.6,0.8,1.5,2.5,4,0.8,1.7,0.2,1.5,6.3,5.2,4.1,0.485,0.125,0.167,4.9,8.3,6.6,3.5,2.4,0.5,21.4,8.9,-0.1,0.1,0.1,0.017,-4.1,0.5,-3.6,-0.1,3.4,7.3,0,0.9,3.4,6.4,0.9,1.2,2.1,3.7,5.8,1.2,2.4,0.3,2.1,9.2,7.6,91,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Channing Frye2014,0,0,0,8,2014,1,1.56589,0,0.585365854,0,0,0,0,0,0,0,0,0,1,19,3.8,3.6,0.2,0.4,30,82,82,0.432,0.37,0.509,0.535,0.821,28.2,4.1,9.5,2,5.3,2.1,4.2,1,1.2,0.9,4.2,5.1,1.2,0.7,0.8,1.1,3,11.1,5.2,12.1,2.5,6.7,2.7,5.4,1.2,1.5,1.1,5.3,6.5,1.5,0.9,1,1.4,3.8,14.2,13.2,0.555,0.555,0.122,3.6,16.6,10.1,6.4,1.3,2.1,9.8,17.3,2.9,2.4,5.3,0.109,0.9,0.2,1.1,1.8,7.3,16.9,3.5,9.4,3.8,7.5,1.7,2.1,1.6,7.4,9,2.1,1.3,1.4,1.9,5.3,19.7,111,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul George2014,1,0,1,3,2014,0,0.99979,1.109772338,0.682926829,0,0,0,1,0,0,0,1,0,0,-16.7,-4.1,-4.4,0.5,1.5,23,80,80,0.424,0.364,0.458,0.49,0.864,36.2,7.2,17,2.3,6.3,4.9,10.8,5,5.8,0.8,6,6.8,3.5,1.9,0.3,2.8,2.5,21.7,7.2,16.9,2.3,6.2,4.9,10.7,5,5.8,0.8,5.9,6.7,3.5,1.9,0.3,2.8,2.5,21.6,20.1,0.555,0.367,0.341,2.6,17.7,10.5,17.9,2.7,0.6,12.5,28.3,4.4,6.4,10.8,0.178,2.9,1.8,4.7,4.9,10.3,24.4,3.3,9,7.1,15.4,7.2,8.3,1.1,8.6,9.7,5.1,2.7,0.4,4,3.5,31.1,107,97,19,19,0.438,0.403,0.462,0.521,0.789,41.1,7.3,16.6,2.7,6.8,4.5,9.8,5.3,6.7,0.7,6.9,7.6,3.8,2.2,0.4,2.6,2.9,22.6,6.4,14.5,2.4,5.9,4,8.6,4.7,5.9,0.6,6.1,6.7,3.4,1.9,0.3,2.3,2.6,19.8,20.5,0.578,0.41,0.406,2.1,20,11.2,17.8,2.9,0.8,11.7,26.3,1.3,1.5,2.7,0.169,3.2,2.4,5.6,1.5,9.6,21.9,3.6,9,6,12.9,7,8.9,0.9,9.2,10.1,5.1,2.9,0.5,3.4,3.9,29.8,111,101
Kelly Olynyk2014,0,0,0,0,2014,0,2.36487,0,0.304878049,0,0,0,0,0,0,0,0,0,1,83.6,17.5,15,2.4,6.4,22,70,9,0.466,0.351,0.5,0.506,0.811,20,3.3,7.2,0.6,1.6,2.8,5.5,1.4,1.7,2,3.2,5.2,1.6,0.5,0.4,1.5,3.2,8.7,6,12.9,1,2.9,5,10,2.5,3.1,3.6,5.8,9.4,2.8,0.9,0.7,2.7,5.8,15.6,15.2,0.546,0.227,0.243,11,18.8,14.8,13.1,1.3,1.5,16,21,1.5,1.4,2.9,0.101,0.3,0.2,0.5,0.9,8.6,18.4,1.5,4.2,7.1,14.3,3.6,4.5,5.1,8.3,13.4,4,1.3,1,3.9,8.3,22.3,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Salmons2014,0,0,0,11,2014,1,0.62402,0,0.585365854,0,0,0,0,0,0,1,0,0,0,-29.5,-2.4,-0.8,-1.8,-4.2,34,78,8,0.363,0.387,0.348,0.439,0.769,22.1,1.9,5.3,0.8,2.1,1.1,3.2,0.5,0.7,0.3,1.8,2.1,1.9,0.6,0.2,0.7,1.6,5.2,3.1,8.6,1.3,3.4,1.8,5.2,0.8,1.1,0.4,3,3.4,3.1,1,0.4,1.1,2.6,8.4,7.8,0.462,0.395,0.126,1.3,9.6,5.5,12.8,1.4,0.9,11,12.8,0.2,1.4,1.7,0.046,-2.2,0.1,-2.1,0,4.5,12.4,1.9,4.9,2.6,7.5,1.2,1.6,0.6,4.3,4.9,4.4,1.4,0.6,1.6,3.7,12.1,100,108,6,0,0.294,0.167,0.6,0.353,1,12.8,0.8,2.8,0.3,2,0.5,0.8,0.2,0.2,0,1,1,0.8,0.3,0,0.2,1.5,2.2,2.3,7.9,0.9,5.6,1.4,2.3,0.5,0.5,0,2.8,2.8,2.3,0.9,0,0.5,4.2,6.1,3.3,0.373,0.706,0.059,0,9.1,4.7,10.5,1.4,0,5.4,11.2,-0.1,0,0,-0.003,-3.6,-0.3,-3.9,0,3.5,11.9,1.4,8.4,2.1,3.5,0.7,0.7,0,4.2,4.2,3.5,1.4,0,0.7,6.3,9.1,89,112
Matt Barnes2015,0,0,0,11,2015,1,0.62339,0.545919818,0.682926829,0,0,0,0,0,0,0,1,0,0,89.1,13.4,10.3,3.2,9.3,34,76,74,0.444,0.362,0.569,0.553,0.779,29.9,3.6,8.2,1.8,4.9,1.9,3.3,1,1.3,0.7,3.3,4,1.5,0.9,0.7,1.1,3.2,10.1,4.4,9.9,2.2,6,2.2,3.9,1.2,1.5,0.8,4,4.8,1.8,1.1,0.8,1.4,3.8,12.1,11.3,0.574,0.603,0.152,2.6,12.2,7.5,7.2,1.5,1.8,11.6,14.9,2.2,2.1,4.3,0.091,0.9,0.7,1.6,2.1,6.2,13.9,3,8.4,3.1,5.5,1.7,2.1,1.1,5.6,6.7,2.5,1.5,1.1,1.9,5.4,17.1,108,107,14,14,0.38,0.267,0.55,0.46,0.75,29.2,2.7,7.1,1.1,4.3,1.6,2.9,1.1,1.4,1.1,3.9,5.1,1.6,1.4,0.7,1.1,3.9,7.6,3.3,8.8,1.4,5.3,1.9,3.5,1.3,1.8,1.4,4.8,6.2,1.9,1.8,0.9,1.4,4.8,9.4,9.7,0.492,0.6,0.2,4.2,13.9,9.1,7.4,2.4,2.1,12.8,13.2,0.1,0.4,0.5,0.055,0.2,1.9,2.1,0.4,4.5,11.9,1.9,7.1,2.6,4.8,1.8,2.4,1.9,6.5,8.4,2.6,2.4,1.2,1.9,6.4,12.7,99,106
Chris Kaman2015,0,0,1,11,2015,0,1.14177,0.568666477,0.62195122,0,0,0,0,0,0,0,0,0,1,-31.6,-5.9,-1.9,-3.9,-10,32,74,13,0.515,0,0.515,0.515,0.706,18.9,3.8,7.4,0,0,3.8,7.4,1,1.4,2,4.5,6.5,0.9,0.2,0.7,1.5,1.9,8.6,7.3,14.1,0,0,7.3,14.1,1.9,2.6,3.8,8.6,12.5,1.7,0.5,1.4,2.8,3.6,16.4,17.3,0.537,0,0.186,11.6,25.2,18.5,7.8,0.7,2.8,15.4,22.5,1.1,2.2,3.3,0.112,-2.5,1.1,-1.4,0.2,10.3,20,0,0,10.3,20,2.6,3.7,5.4,12.2,17.6,2.4,0.7,2,3.9,5.1,23.3,103,101,3,0,0.5,0,0.5,0.5,1,12.3,1.3,2.7,0,0,1.3,2.7,0.3,0.3,1.7,3,4.7,1,0,0,1,1.7,3,3.9,7.8,0,0,3.9,7.8,1,1,4.9,8.8,13.6,2.9,0,0,2.9,4.9,8.8,11.7,0.533,0,0.125,14.4,26.7,20.5,13.8,0,0,26.2,14.2,0,0,0,0.056,-1.4,0.3,-1,0,5.6,11.3,0,0,5.6,11.3,1.4,1.4,7,12.7,19.7,4.2,0,0,4.2,7,12.7,103,109
Chris Paul2015,1,1,1,9,2015,0,1.758866667,0.386693204,0.682926829,0,0,0,0,1,1,0,0,0,0,73.2,12.3,11.1,0.9,5.1,29,82,82,0.485,0.398,0.523,0.545,0.9,34.8,6.9,14.3,1.7,4.3,5.2,10,3.5,3.9,0.6,4,4.6,10.2,1.9,0.2,2.3,2.5,19.1,7.2,14.7,1.8,4.4,5.4,10.3,3.6,4,0.7,4.1,4.7,10.6,2,0.2,2.4,2.6,19.7,26,0.596,0.298,0.274,2.1,12.5,7.4,47.4,2.8,0.4,12.7,23.7,12.9,3.2,16.1,0.27,7.5,0,7.5,6.9,10.1,20.8,2.5,6.2,7.6,14.6,5.1,5.7,0.9,5.7,6.7,14.9,2.8,0.3,3.4,3.6,27.7,126,105,12,12,0.503,0.415,0.548,0.574,0.941,37.1,7.9,15.8,2.3,5.4,5.7,10.3,4,4.3,0.6,3.8,4.4,8.8,1.8,0.3,2.2,3.1,22.1,7.7,15.3,2.2,5.3,5.5,10,3.9,4.1,0.6,3.7,4.3,8.5,1.8,0.2,2.1,3,21.4,25.7,0.627,0.344,0.27,1.7,10.7,6.3,39.1,2.4,0.6,11,23.2,2,0.3,2.3,0.248,8.6,-1,7.6,1.1,10.4,20.7,3,7.1,7.4,13.6,5.2,5.6,0.8,5,5.8,11.5,2.4,0.3,2.8,4,29,127,108
Henry Walker2015,0,0,0,6,2015,0,1.69784,0,0.451219512,0,0,0,0,0,0,0,1,0,0,-18.5,1.7,2.2,-0.5,-3.1,27,24,13,0.345,0.341,0.361,0.479,0.778,26.2,2.4,7,1.9,5.5,0.5,1.5,0.6,0.8,0.3,3.1,3.4,1.2,1,0.4,1,3.2,7.3,3.3,9.6,2.6,7.6,0.7,2.1,0.8,1,0.4,4.3,4.7,1.7,1.4,0.5,1.4,4.4,10,8,0.497,0.786,0.107,1.4,14,7.8,7.2,2,1.2,12,15,-0.1,0.6,0.5,0.039,-0.9,-0.1,-1,0.2,4.9,14.1,3.8,11.1,1.1,3,1.2,1.5,0.6,6.3,6.9,2.4,2,0.8,2,6.4,14.7,96,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Garnett2016,0,0,1,20,2016,0,1.71331,0.121027152,0.353658537,0,1,0,0,0,0,0,0,1,0,137.3,33.1,29.6,3.7,10.2,39,38,38,0.47,0,0.474,0.47,0.667,14.6,1.4,3,0,0,1.4,3,0.4,0.6,0.4,3.6,3.9,1.6,0.7,0.3,0.4,1.8,3.2,3.5,7.4,0,0.1,3.5,7.4,0.9,1.4,1,8.7,9.7,4,1.8,0.6,1,4.5,7.9,12.3,0.491,0.009,0.183,3.2,27.9,15.7,16.4,2.5,1.5,11.4,11.3,0.4,0.7,1.1,0.092,-2.5,2.5,0,0.3,4.9,10.4,0,0.1,4.9,10.3,1.3,1.9,1.4,12.2,13.6,5.6,2.5,0.9,1.5,6.3,11.1,107,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Griffin2016,0,0,1,5,2016,0,1.758866667,0.152599453,0.646341463,0,0,0,0,1,0,0,0,1,0,-62,-8.1,-6.2,-1.9,-5.8,26,35,35,0.499,0.333,0.504,0.504,0.727,33.4,8.6,17.2,0.2,0.5,8.4,16.7,4,5.5,1.5,6.9,8.4,4.9,0.8,0.5,2.4,2.7,21.4,9.3,18.6,0.2,0.6,9.1,18,4.3,6,1.6,7.5,9,5.2,0.9,0.5,2.6,2.9,23,22.1,0.544,0.03,0.322,4.8,22.3,13.7,27.2,1.2,1.1,10.8,29.8,2.2,1.6,3.8,0.156,1.7,1.6,3.3,1.6,12.9,25.8,0.3,0.8,12.6,25.1,6,8.3,2.2,10.4,12.6,7.3,1.2,0.7,3.6,4.1,32.1,108,103,4,4,0.377,0.5,0.373,0.387,0.76,31.8,5,13.3,0.3,0.5,4.8,12.8,4.8,6.3,1.8,7,8.8,4,0.8,0.5,2.3,2.3,15,5.7,15,0.3,0.6,5.4,14.5,5.4,7.1,2,7.9,9.9,4.5,0.9,0.6,2.6,2.6,17,16.5,0.469,0.038,0.472,5.5,21.7,13.6,20.4,1.2,1.3,12.3,25.6,0,0.2,0.2,0.074,-2.4,2.5,0.1,0.1,8.1,21.4,0.4,0.8,7.7,20.6,7.7,10.1,2.8,11.3,14.1,6.5,1.2,0.8,3.6,3.6,24.2,98,103
